"species","scenario","t","abundance_mean","abundance_sd","reproduction_mean","reproduction_sd","carry_mean","carry_sd","habitat_mean","habitat_sd","bevmort_mean","bevmort_sd"
"E","clim_land_SSP5",7,275440.742,15847.59,1.483,0.196,713089.466,30231.285,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",8,277518.128,15241.445,1.47,0.194,713102.491,30320.412,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",9,279155.645,14750.62,1.47,0.195,713002.846,30270.507,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",10,280421.186,14369.717,1.47,0.191,713066.752,30228.17,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",11,281446.826,13999.215,1.7,0.206,649792.873,45251.525,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",12,275187.433,13722.207,1.689,0.204,649883.7,45269.085,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",13,270826.153,14243.862,1.695,0.204,649780.205,45207.707,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",14,267702.44,14921.233,1.686,0.196,649704.435,45242.953,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",15,265482.586,15575.582,1.692,0.202,649836.887,45303.122,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",16,263902.17,16125.27,1.695,0.199,649793.709,45338.681,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",17,262763.743,16583.521,1.693,0.201,649808.277,45276.901,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",18,261961.011,16935.597,1.694,0.2,649913.14,45145.375,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",19,261374.229,17197.974,1.692,0.206,649797.968,45377.684,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",20,260948.674,17420.277,1.689,0.203,649815.695,45260.202,2.153,0.172,0.108,0.009
"E","clim_land_SSP5",21,260653.352,17571.872,1.882,0.209,574684.175,53533.246,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",22,250866.148,18687.549,1.872,0.206,574700.902,53563.918,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",23,244322.391,19627.437,1.88,0.21,574672.725,53519.595,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",24,239863.793,20284.133,1.875,0.21,574548.325,53484.708,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",25,236780.717,20729.021,1.878,0.211,574570.854,53513.271,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",26,234669.124,20996.361,1.88,0.211,574574.084,53611.691,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",27,233207.321,21161.843,1.885,0.209,574749.389,53506.591,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",28,232202.289,21262.033,1.877,0.208,574651.214,53547.838,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",29,231487.346,21338.953,1.884,0.215,574644.879,53517.629,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",30,231011.16,21376.587,1.88,0.215,574709.1,53559.341,2.109,0.138,0.12,0.009
"E","clim_land_SSP5",31,230681.711,21402.628,2.083,0.215,460333.202,71362.267,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",32,213863.989,24866.494,2.083,0.215,460343.647,71324.752,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",33,203464.871,26738.555,2.08,0.22,460429.173,71425.446,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",34,196853.413,27746.739,2.091,0.223,460359.916,71401.141,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",35,192553.192,28259.503,2.087,0.216,460398.286,71404.589,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",36,189749.68,28517.903,2.084,0.214,460449.861,71409.949,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",37,187911.165,28638.522,2.087,0.221,460448.714,71485.704,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",38,186680.327,28690.624,2.088,0.221,460377.273,71452.518,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",39,185843.47,28697.025,2.084,0.213,460451.47,71386.247,1.865,0.188,0.133,0.01
"E","clim_land_SSP5",40,185302.224,28675.915,2.081,0.208,460398.299,71461.639,1.865,0.188,0.133,0.01
"E","controlRun",1,235262.17,246928.289,2.949,0.387,1426058.756,60517.252,4.135,0.387,0.188,0.016
"E","controlRun",2,506596.482,42353.825,2.948,0.383,1425979.373,60460.544,4.135,0.387,0.188,0.016
"E","controlRun",3,519886.492,39357.111,2.973,0.389,1426192.714,60488.255,4.135,0.387,0.188,0.016
"E","controlRun",4,530550.485,36823.65,2.953,0.399,1426170.084,60584.991,4.135,0.387,0.188,0.016
"E","controlRun",5,538996.494,34820.01,2.944,0.385,1425937.18,60423.769,4.135,0.387,0.188,0.016
"E","controlRun",6,545628.125,33060.722,2.947,0.389,1425989.334,60626.164,4.135,0.387,0.188,0.016
"E","controlRun",7,550881.485,31695.179,2.966,0.391,1426178.932,60462.57,4.135,0.387,0.188,0.016
"E","controlRun",8,555036.256,30482.889,2.941,0.387,1426204.982,60640.825,4.135,0.387,0.188,0.016
"E","controlRun",9,558311.29,29501.24,2.94,0.39,1426005.693,60541.014,4.135,0.387,0.188,0.016
"E","controlRun",10,560842.372,28739.434,2.941,0.382,1426133.504,60456.34,4.135,0.387,0.188,0.016
"E","controlRun",11,562893.652,27998.431,3.4,0.412,1299585.746,90503.049,4.307,0.344,0.215,0.017
"E","controlRun",12,550374.867,27444.414,3.378,0.409,1299767.401,90538.17,4.307,0.344,0.216,0.017
"E","controlRun",13,541652.305,28487.723,3.391,0.408,1299560.41,90415.413,4.307,0.344,0.215,0.017
"E","controlRun",14,535404.881,29842.466,3.372,0.393,1299408.87,90485.905,4.307,0.344,0.215,0.017
"E","controlRun",15,530965.172,31151.165,3.384,0.405,1299673.773,90606.244,4.307,0.344,0.215,0.017
"E","controlRun",16,527804.341,32250.539,3.39,0.397,1299587.418,90677.362,4.307,0.344,0.215,0.017
"E","controlRun",17,525527.486,33167.042,3.386,0.403,1299616.553,90553.802,4.307,0.344,0.215,0.017
"E","controlRun",18,523922.023,33871.194,3.388,0.401,1299826.28,90290.751,4.307,0.344,0.216,0.017
"E","controlRun",19,522748.457,34395.948,3.384,0.411,1299595.936,90755.368,4.307,0.344,0.215,0.017
"E","controlRun",20,521897.349,34840.554,3.379,0.406,1299631.39,90520.403,4.307,0.344,0.215,0.017
"E","controlRun",21,521306.704,35143.745,3.763,0.419,1149368.35,107066.492,4.218,0.275,0.239,0.019
"E","controlRun",22,501732.297,37375.097,3.744,0.413,1149401.805,107127.836,4.218,0.275,0.239,0.019
"E","controlRun",23,488644.782,39254.873,3.76,0.419,1149345.45,107039.19,4.218,0.275,0.239,0.019
"E","controlRun",24,479727.585,40568.266,3.75,0.419,1149096.65,106969.417,4.218,0.275,0.239,0.019
"E","controlRun",25,473561.433,41458.042,3.755,0.423,1149141.708,107026.541,4.218,0.275,0.239,0.019
"E","controlRun",26,469338.247,41992.722,3.76,0.423,1149148.169,107223.381,4.218,0.275,0.239,0.019
"E","controlRun",27,466414.643,42323.686,3.77,0.418,1149498.778,107013.183,4.218,0.275,0.239,0.019
"E","controlRun",28,464404.577,42524.066,3.755,0.416,1149302.427,107095.676,4.218,0.275,0.239,0.019
"E","controlRun",29,462974.692,42677.906,3.768,0.429,1149289.757,107035.257,4.218,0.275,0.239,0.019
"E","controlRun",30,462022.32,42753.174,3.759,0.43,1149418.199,107118.681,4.218,0.275,0.239,0.019
"E","controlRun",31,461363.423,42805.256,4.166,0.429,920666.403,142724.533,3.73,0.376,0.265,0.02
"E","controlRun",32,427727.979,49732.988,4.166,0.429,920687.295,142649.504,3.73,0.376,0.265,0.02
"E","controlRun",33,406929.742,53477.109,4.161,0.439,920858.345,142850.893,3.73,0.376,0.265,0.02
"E","controlRun",34,393706.826,55493.477,4.182,0.446,920719.832,142802.283,3.73,0.376,0.265,0.02
"E","controlRun",35,385106.383,56519.006,4.173,0.432,920796.571,142809.177,3.73,0.376,0.265,0.02
"E","controlRun",36,379499.359,57035.805,4.169,0.428,920899.722,142819.898,3.73,0.376,0.265,0.02
"E","controlRun",37,375822.33,57277.044,4.173,0.441,920897.427,142971.407,3.73,0.376,0.265,0.02
"E","controlRun",38,373360.653,57381.248,4.175,0.441,920754.545,142905.037,3.73,0.376,0.265,0.02
"E","controlRun",39,371686.939,57394.049,4.168,0.426,920902.939,142772.494,3.73,0.376,0.265,0.02
"E","controlRun",40,370604.448,57351.831,4.161,0.417,920796.598,142923.277,3.73,0.376,0.265,0.02
"E","land_SSP1",1,352893.256,370392.433,4.423,0.58,2139088.133,90775.878,6.202,0.58,0.282,0.023
"E","land_SSP1",2,759894.723,63530.738,4.421,0.574,2138969.06,90690.815,6.202,0.58,0.282,0.023
"E","land_SSP1",3,779829.739,59035.667,4.46,0.583,2139289.071,90732.382,6.202,0.58,0.282,0.023
"E","land_SSP1",4,795825.728,55235.475,4.43,0.599,2139255.126,90877.487,6.202,0.58,0.282,0.023
"E","land_SSP1",5,808494.741,52230.014,4.417,0.578,2138905.77,90635.654,6.202,0.58,0.282,0.023
"E","land_SSP1",6,818442.188,49591.083,4.421,0.583,2138984,90939.246,6.202,0.58,0.282,0.023
"E","land_SSP1",7,826322.227,47542.769,4.449,0.587,2139268.398,90693.855,6.202,0.58,0.282,0.023
"E","land_SSP1",8,832554.384,45724.334,4.411,0.581,2139307.474,90961.237,6.202,0.58,0.282,0.023
"E","land_SSP1",9,837466.936,44251.861,4.41,0.585,2139008.539,90811.521,6.202,0.58,0.282,0.023
"E","land_SSP1",10,841263.559,43109.151,4.411,0.572,2139200.256,90684.51,6.202,0.58,0.282,0.023
"E","land_SSP1",11,844340.478,41997.646,5.1,0.618,1949378.619,135754.574,6.46,0.516,0.323,0.026
"E","land_SSP1",12,825562.3,41166.621,5.067,0.613,1949651.101,135807.255,6.46,0.516,0.323,0.026
"E","land_SSP1",13,812478.458,42731.585,5.086,0.612,1949340.616,135623.12,6.46,0.516,0.323,0.026
"E","land_SSP1",14,803107.321,44763.699,5.057,0.589,1949113.305,135728.858,6.46,0.516,0.323,0.026
"E","land_SSP1",15,796447.758,46726.747,5.076,0.607,1949510.66,135909.366,6.46,0.516,0.323,0.026
"E","land_SSP1",16,791706.511,48375.809,5.085,0.596,1949381.128,136016.042,6.46,0.516,0.323,0.026
"E","land_SSP1",17,788291.229,49750.563,5.079,0.604,1949424.83,135830.703,6.46,0.516,0.323,0.026
"E","land_SSP1",18,785883.034,50806.791,5.081,0.601,1949739.42,135436.126,6.46,0.516,0.323,0.026
"E","land_SSP1",19,784122.686,51593.922,5.076,0.617,1949393.903,136133.051,6.46,0.516,0.323,0.026
"E","land_SSP1",20,782846.023,52260.83,5.068,0.609,1949447.085,135780.605,6.46,0.516,0.323,0.026
"E","land_SSP1",21,781960.056,52715.617,5.645,0.628,1724052.524,160599.738,6.327,0.413,0.359,0.028
"E","land_SSP1",22,752598.445,56062.646,5.616,0.619,1724102.707,160691.754,6.327,0.413,0.359,0.028
"E","land_SSP1",23,732967.173,58882.31,5.64,0.629,1724018.175,160558.785,6.327,0.413,0.359,0.028
"E","land_SSP1",24,719591.378,60852.399,5.626,0.629,1723644.976,160454.125,6.327,0.413,0.359,0.028
"E","land_SSP1",25,710342.15,62187.063,5.633,0.634,1723712.562,160539.812,6.327,0.413,0.359,0.028
"E","land_SSP1",26,704007.371,62989.083,5.641,0.634,1723722.253,160835.072,6.327,0.413,0.359,0.028
"E","land_SSP1",27,699621.964,63485.53,5.655,0.626,1724248.166,160519.774,6.327,0.413,0.359,0.028
"E","land_SSP1",28,696606.866,63786.098,5.632,0.625,1723953.641,160643.514,6.327,0.413,0.359,0.028
"E","land_SSP1",29,694462.038,64016.859,5.652,0.644,1723934.636,160552.886,6.327,0.413,0.359,0.028
"E","land_SSP1",30,693033.479,64129.761,5.639,0.645,1724127.299,160678.022,6.327,0.413,0.359,0.028
"E","land_SSP1",31,692045.134,64207.884,6.249,0.644,1380999.605,214086.8,5.595,0.564,0.398,0.03
"E","land_SSP1",32,641591.968,74599.482,6.249,0.644,1381030.942,213974.256,5.595,0.564,0.398,0.03
"E","land_SSP1",33,610394.613,80215.664,6.241,0.659,1381287.518,214276.339,5.595,0.564,0.398,0.03
"E","land_SSP1",34,590560.239,83240.216,6.273,0.669,1381079.748,214203.424,5.595,0.564,0.398,0.03
"E","land_SSP1",35,577659.575,84778.509,6.26,0.648,1381194.857,214213.766,5.595,0.564,0.398,0.03
"E","land_SSP1",36,569249.039,85553.708,6.253,0.642,1381349.583,214229.847,5.595,0.564,0.398,0.03
"E","land_SSP1",37,563733.495,85915.565,6.26,0.662,1381346.141,214457.111,5.595,0.564,0.398,0.03
"E","land_SSP1",38,560040.98,86071.871,6.263,0.662,1381131.818,214357.555,5.595,0.564,0.398,0.03
"E","land_SSP1",39,557530.409,86091.074,6.251,0.639,1381354.409,214158.74,5.595,0.564,0.398,0.03
"E","land_SSP1",40,555906.673,86027.746,6.242,0.625,1381194.896,214384.916,5.595,0.564,0.398,0.03
"E","land_SSP5",1,823417.596,864249.011,10.32,1.354,4991205.644,211810.382,14.472,1.353,0.658,0.054
"E","land_SSP5",2,1773087.687,148238.388,10.316,1.34,4990927.807,211611.903,14.472,1.353,0.658,0.054
"E","land_SSP5",3,1819602.724,137749.89,10.406,1.361,4991674.499,211708.891,14.472,1.353,0.658,0.054
"E","land_SSP5",4,1856926.699,128882.775,10.337,1.398,4991595.293,212047.47,14.472,1.353,0.658,0.054
"E","land_SSP5",5,1886487.73,121870.033,10.305,1.348,4990780.13,211483.193,14.472,1.353,0.658,0.054
"E","land_SSP5",6,1909698.439,115712.527,10.316,1.361,4990962.668,212191.575,14.472,1.353,0.658,0.054
"E","land_SSP5",7,1928085.196,110933.127,10.381,1.369,4991626.262,211618.995,14.472,1.353,0.658,0.054
"E","land_SSP5",8,1942626.896,106690.112,10.293,1.356,4991717.438,212242.887,14.472,1.353,0.658,0.054
"E","land_SSP5",9,1954089.516,103254.341,10.289,1.365,4991019.925,211893.549,14.472,1.353,0.658,0.054
"E","land_SSP5",10,1962948.304,100588.018,10.293,1.336,4991467.264,211597.191,14.472,1.353,0.658,0.054
"E","land_SSP5",11,1970127.783,97994.507,11.901,1.441,4548550.11,316760.672,15.073,1.204,0.754,0.06
"E","land_SSP5",12,1926312.034,96055.449,11.824,1.43,4549185.902,316883.594,15.073,1.204,0.754,0.06
"E","land_SSP5",13,1895783.069,99707.031,11.867,1.428,4548461.436,316453.946,15.073,1.204,0.754,0.06
"E","land_SSP5",14,1873917.083,104448.632,11.801,1.375,4547931.046,316700.668,15.073,1.204,0.754,0.06
"E","land_SSP5",15,1858378.102,109029.077,11.843,1.417,4548858.206,317121.854,15.073,1.204,0.754,0.06
"E","land_SSP5",16,1847315.192,112876.887,11.865,1.391,4548555.964,317370.766,15.073,1.204,0.754,0.06
"E","land_SSP5",17,1839346.202,116084.646,11.85,1.41,4548657.937,316938.308,15.073,1.204,0.754,0.06
"E","land_SSP5",18,1833727.08,118549.179,11.857,1.403,4549391.979,316017.627,15.073,1.204,0.754,0.06
"E","land_SSP5",19,1829619.6,120385.817,11.843,1.44,4548585.774,317643.787,15.073,1.204,0.754,0.06
"E","land_SSP5",20,1826640.72,121941.938,11.826,1.42,4548709.865,316821.411,15.073,1.204,0.754,0.06
"E","land_SSP5",21,1824573.465,123003.106,13.172,1.466,4022789.223,374732.723,14.764,0.964,0.838,0.065
"E","land_SSP5",22,1756063.038,130812.841,13.104,1.445,4022906.317,374947.426,14.764,0.964,0.838,0.065
"E","land_SSP5",23,1710256.737,137392.057,13.16,1.467,4022709.075,374637.165,14.764,0.964,0.838,0.065
"E","land_SSP5",24,1679046.548,141988.93,13.126,1.467,4021838.277,374392.958,14.764,0.964,0.838,0.065
"E","land_SSP5",25,1657465.017,145103.147,13.143,1.48,4021995.977,374592.895,14.764,0.964,0.838,0.065
"E","land_SSP5",26,1642683.865,146974.526,13.161,1.479,4022018.59,375281.834,14.764,0.964,0.838,0.065
"E","land_SSP5",27,1632451.249,148132.903,13.194,1.461,4023245.722,374546.139,14.764,0.964,0.838,0.065
"E","land_SSP5",28,1625416.02,148834.23,13.142,1.457,4022558.495,374834.865,14.764,0.964,0.838,0.065
"E","land_SSP5",29,1620411.422,149372.67,13.187,1.503,4022514.15,374623.401,14.764,0.964,0.838,0.065
"E","land_SSP5",30,1617078.118,149636.108,13.157,1.506,4022963.698,374915.384,14.764,0.964,0.838,0.065
"E","land_SSP5",31,1614771.98,149818.396,14.58,1.503,3222332.412,499535.866,13.054,1.317,0.929,0.069
"E","land_SSP5",32,1497047.926,174065.459,14.582,1.503,3222405.532,499273.265,13.054,1.317,0.929,0.069
"E","land_SSP5",33,1424254.098,187169.883,14.563,1.537,3223004.208,499978.125,13.054,1.317,0.929,0.069
"E","land_SSP5",34,1377973.891,194227.17,14.636,1.561,3222519.413,499807.99,13.054,1.317,0.929,0.069
"E","land_SSP5",35,1347872.341,197816.521,14.606,1.512,3222787.999,499832.12,13.054,1.317,0.929,0.069
"E","land_SSP5",36,1328247.757,199625.319,14.59,1.499,3223149.027,499869.643,13.054,1.317,0.929,0.069
"E","land_SSP5",37,1315378.155,200469.652,14.607,1.545,3223140.995,500399.925,13.054,1.317,0.929,0.069
"E","land_SSP5",38,1306762.286,200834.366,14.614,1.544,3222640.909,500167.628,13.054,1.317,0.929,0.069
"E","land_SSP5",39,1300904.287,200879.172,14.586,1.492,3223160.287,499703.727,13.054,1.317,0.929,0.069
"E","land_SSP5",40,1297115.569,200731.407,14.564,1.459,3222788.091,500231.471,13.054,1.317,0.929,0.069
"F","clim_SSP1",1,247025.279,259274.703,8.846,1.161,3422541.013,145241.405,6.891,0.644,1.128,0.093
"F","clim_SSP1",2,531926.306,44471.516,8.843,1.149,3422350.496,145105.305,6.891,0.644,1.128,0.093
"F","clim_SSP1",3,545880.817,41324.967,8.919,1.167,3422862.514,145171.811,6.891,0.644,1.128,0.093
"F","clim_SSP1",4,557078.01,38664.832,8.86,1.198,3422808.201,145403.98,6.891,0.644,1.128,0.093
"F","clim_SSP1",5,565946.319,36561.01,8.833,1.156,3422249.232,145017.047,6.891,0.644,1.128,0.093
"F","clim_SSP1",6,572909.532,34713.758,8.842,1.166,3422374.401,145502.794,6.891,0.644,1.128,0.093
"F","clim_SSP1",7,578425.559,33279.938,8.898,1.173,3422829.437,145110.168,6.891,0.644,1.128,0.093
"F","clim_SSP1",8,582788.069,32007.034,8.823,1.162,3422891.958,145537.98,6.891,0.644,1.128,0.093
"F","clim_SSP1",9,586226.855,30976.302,8.819,1.17,3422413.663,145298.433,6.891,0.644,1.128,0.093
"F","clim_SSP1",10,588884.491,30176.405,8.822,1.145,3422720.41,145095.217,6.891,0.644,1.128,0.093
"F","clim_SSP1",11,591038.335,29398.352,10.2,1.235,3119005.79,217207.318,7.178,0.573,1.293,0.103
"F","clim_SSP1",12,577893.61,28816.635,10.135,1.226,3119441.762,217291.607,7.178,0.573,1.293,0.103
"F","clim_SSP1",13,568734.921,29912.109,10.172,1.224,3118944.985,216996.991,7.178,0.573,1.293,0.103
"F","clim_SSP1",14,562175.125,31334.59,10.115,1.178,3118581.289,217166.173,7.178,0.573,1.293,0.103
"F","clim_SSP1",15,557513.431,32708.723,10.151,1.215,3119217.056,217454.985,7.178,0.573,1.293,0.103
"F","clim_SSP1",16,554194.558,33863.066,10.17,1.192,3119009.804,217625.668,7.178,0.573,1.293,0.103
"F","clim_SSP1",17,551803.861,34825.394,10.157,1.208,3119079.728,217329.125,7.178,0.573,1.293,0.103
"F","clim_SSP1",18,550118.124,35564.754,10.163,1.203,3119583.071,216697.802,7.178,0.573,1.293,0.103
"F","clim_SSP1",19,548885.88,36115.745,10.151,1.234,3119030.245,217812.882,7.178,0.573,1.293,0.103
"F","clim_SSP1",20,547992.216,36582.581,10.136,1.217,3119115.336,217248.967,7.178,0.573,1.293,0.103
"F","clim_SSP1",21,547372.04,36900.932,11.29,1.257,2758484.039,256959.582,7.03,0.459,1.437,0.111
"F","clim_SSP1",22,526818.911,39243.852,11.232,1.239,2758564.332,257106.807,7.03,0.459,1.437,0.111
"F","clim_SSP1",23,513077.021,41217.617,11.28,1.258,2758429.08,256894.056,7.03,0.459,1.437,0.111
"F","clim_SSP1",24,503713.964,42596.679,11.251,1.257,2757831.961,256726.6,7.03,0.459,1.437,0.111
"F","clim_SSP1",25,497239.505,43530.944,11.266,1.268,2757940.099,256863.7,7.03,0.459,1.437,0.111
"F","clim_SSP1",26,492805.159,44092.358,11.281,1.268,2757955.605,257336.114,7.03,0.459,1.437,0.111
"F","clim_SSP1",27,489735.375,44439.871,11.309,1.253,2758797.066,256831.638,7.03,0.459,1.437,0.111
"F","clim_SSP1",28,487624.806,44650.269,11.264,1.249,2758325.825,257029.622,7.03,0.459,1.437,0.111
"F","clim_SSP1",29,486123.427,44811.801,11.303,1.288,2758295.417,256884.618,7.03,0.459,1.437,0.111
"F","clim_SSP1",30,485123.435,44890.833,11.277,1.291,2758603.679,257084.835,7.03,0.459,1.437,0.111
"F","clim_SSP1",31,484431.594,44945.519,12.497,1.288,2209599.368,342538.88,6.216,0.627,1.592,0.119
"F","clim_SSP1",32,449114.378,52219.638,12.499,1.288,2209649.508,342358.81,6.216,0.627,1.592,0.119
"F","clim_SSP1",33,427276.229,56150.965,12.483,1.317,2210060.028,342842.143,6.216,0.627,1.592,0.118
"F","clim_SSP1",34,413392.167,58268.151,12.545,1.338,2209727.598,342725.479,6.216,0.627,1.592,0.119
"F","clim_SSP1",35,404361.702,59344.956,12.52,1.296,2209911.771,342742.025,6.216,0.627,1.592,0.118
"F","clim_SSP1",36,398474.327,59887.596,12.506,1.285,2210159.333,342767.755,6.216,0.627,1.592,0.118
"F","clim_SSP1",37,394613.447,60140.896,12.52,1.324,2210153.825,343131.377,6.216,0.627,1.592,0.118
"F","clim_SSP1",38,392028.686,60250.31,12.526,1.324,2209810.909,342972.088,6.216,0.627,1.592,0.118
"F","clim_SSP1",39,390271.286,60263.752,12.503,1.279,2210167.054,342653.984,6.216,0.627,1.592,0.119
"F","clim_SSP1",40,389134.671,60219.422,12.483,1.251,2209911.834,343015.866,6.216,0.627,1.592,0.118
"F","clim_SSP5",1,411708.798,432124.505,14.743,1.935,5704235.022,242069.008,11.485,1.074,1.881,0.155
"F","clim_SSP5",2,886543.843,74119.194,14.738,1.915,5703917.493,241842.175,11.485,1.074,1.881,0.155
"F","clim_SSP5",3,909801.362,68874.945,14.866,1.944,5704770.856,241953.019,11.485,1.074,1.881,0.155
"F","clim_SSP5",4,928463.35,64441.387,14.767,1.997,5704680.335,242339.966,11.485,1.074,1.881,0.156
"F","clim_SSP5",5,943243.865,60935.017,14.722,1.926,5703748.72,241695.078,11.485,1.074,1.88,0.155
"F","clim_SSP5",6,954849.219,57856.264,14.737,1.944,5703957.335,242504.657,11.485,1.074,1.881,0.155
"F","clim_SSP5",7,964042.598,55466.563,14.831,1.955,5704715.728,241850.28,11.485,1.074,1.881,0.155
"F","clim_SSP5",8,971313.448,53345.056,14.704,1.937,5704819.929,242563.3,11.485,1.074,1.881,0.156
"F","clim_SSP5",9,977044.758,51627.171,14.699,1.951,5704022.771,242164.056,11.485,1.074,1.881,0.155
"F","clim_SSP5",10,981474.152,50294.009,14.704,1.908,5704534.016,241825.361,11.485,1.074,1.881,0.155
"F","clim_SSP5",11,985063.891,48997.253,17.001,2.058,5198342.983,362012.197,11.963,0.956,2.155,0.172
"F","clim_SSP5",12,963156.017,48027.725,16.892,2.043,5199069.603,362152.679,11.963,0.956,2.155,0.172
"F","clim_SSP5",13,947891.534,49853.516,16.953,2.04,5198241.642,361661.652,11.963,0.956,2.155,0.172
"F","clim_SSP5",14,936958.541,52224.316,16.858,1.964,5197635.481,361943.621,11.963,0.956,2.155,0.172
"F","clim_SSP5",15,929189.051,54514.538,16.919,2.025,5198695.093,362424.976,11.963,0.956,2.155,0.172
"F","clim_SSP5",16,923657.596,56438.444,16.949,1.987,5198349.673,362709.447,11.963,0.956,2.155,0.172
"F","clim_SSP5",17,919673.101,58042.323,16.929,2.014,5198466.214,362215.209,11.963,0.956,2.155,0.172
"F","clim_SSP5",18,916863.54,59274.59,16.938,2.004,5199305.119,361163.003,11.963,0.956,2.155,0.172
"F","clim_SSP5",19,914809.8,60192.909,16.919,2.057,5198383.742,363021.47,11.963,0.956,2.155,0.172
"F","clim_SSP5",20,913320.36,60970.969,16.894,2.029,5198525.56,362081.612,11.963,0.956,2.155,0.172
"F","clim_SSP5",21,912286.733,61501.553,18.817,2.094,4597473.398,428265.969,11.717,0.765,2.395,0.185
"F","clim_SSP5",22,878031.519,65406.421,18.72,2.064,4597607.22,428511.344,11.717,0.765,2.395,0.185
"F","clim_SSP5",23,855128.368,68696.028,18.801,2.096,4597381.801,428156.76,11.717,0.765,2.395,0.185
"F","clim_SSP5",24,839523.274,70994.465,18.752,2.095,4596386.602,427877.667,11.717,0.765,2.394,0.185
"F","clim_SSP5",25,828732.508,72551.573,18.776,2.114,4596566.831,428106.166,11.717,0.765,2.394,0.185
"F","clim_SSP5",26,821341.932,73487.263,18.802,2.113,4596592.674,428893.524,11.717,0.765,2.394,0.185
"F","clim_SSP5",27,816225.624,74066.451,18.849,2.088,4597995.11,428052.731,11.717,0.765,2.395,0.185
"F","clim_SSP5",28,812708.01,74417.115,18.774,2.082,4597209.709,428382.703,11.717,0.765,2.395,0.185
"F","clim_SSP5",29,810205.711,74686.335,18.839,2.147,4597159.029,428141.03,11.717,0.765,2.395,0.185
"F","clim_SSP5",30,808539.059,74818.054,18.795,2.151,4597672.798,428474.725,11.717,0.765,2.395,0.185
"F","clim_SSP5",31,807385.99,74909.198,20.829,2.147,3682665.613,570898.133,10.361,1.045,2.654,0.198
"F","clim_SSP5",32,748523.963,87032.73,20.832,2.147,3682749.179,570598.017,10.361,1.045,2.654,0.198
"F","clim_SSP5",33,712127.049,93584.941,20.804,2.195,3683433.38,571403.571,10.361,1.045,2.654,0.197
"F","clim_SSP5",34,688986.946,97113.585,20.909,2.23,3682879.329,571209.132,10.361,1.045,2.654,0.198
"F","clim_SSP5",35,673936.17,98908.261,20.866,2.16,3683186.284,571236.709,10.361,1.045,2.654,0.197
"F","clim_SSP5",36,664123.879,99812.66,20.843,2.141,3683598.888,571279.592,10.361,1.045,2.654,0.197
"F","clim_SSP5",37,657689.078,100234.826,20.867,2.207,3683589.709,571885.628,10.361,1.045,2.654,0.197
"F","clim_SSP5",38,653381.143,100417.183,20.877,2.206,3683018.182,571620.147,10.361,1.045,2.654,0.197
"F","clim_SSP5",39,650452.143,100439.586,20.838,2.131,3683611.756,571089.974,10.361,1.045,2.654,0.198
"F","clim_SSP5",40,648557.785,100365.703,20.806,2.085,3683186.39,571693.11,10.361,1.045,2.654,0.197
"F","clim_land_SSP1",1,576392.317,604974.308,20.64,2.708,7985929.031,338896.611,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",2,1241161.381,103766.872,20.633,2.681,7985484.491,338579.044,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",3,1273721.907,96424.923,20.812,2.722,7986679.199,338734.226,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",4,1299848.689,90217.942,20.674,2.796,7986552.47,339275.952,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",5,1320541.411,85309.023,20.611,2.696,7985248.208,338373.109,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",6,1336788.907,80998.769,20.632,2.722,7985540.268,339506.52,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",7,1349659.637,77653.189,20.763,2.738,7986602.019,338590.392,16.08,1.504,2.633,0.218
