"","species","seed_number","general.method","reproduction.unit.measured","dispersal_class_1-6","mean_dist_m","max_dist_m","growth_method","growth_rate_mm","growth_unit","wetmass_g","Unit","mortality"
"583","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"584","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"585","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"586","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"587","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"588","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"589","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"590","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"591","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"592","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"593","Plantago lanceolata",1200,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"594","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"595","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"596","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"597","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"598","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"599","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"600","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"601","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"602","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"603","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"604","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"605","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"606","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"607","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"608","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"609","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"610","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"611","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"612","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"613","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"614","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"615","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"616","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"617","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"618","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"619","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"620","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"621","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"622","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"623","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"624","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"625","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"626","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"627","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"628","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"629","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"630","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"631","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"632","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"633","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"634","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"635","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"636","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"637","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"638","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"639","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"640","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"641","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"642","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"643","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"644","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"645","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"646","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"647","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"648","Plantago lanceolata",1500,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"649","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"650","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"651","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"652","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"653","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"654","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"655","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"656","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"657","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"658","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"659","Plantago lanceolata",585,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"660","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"661","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"662","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"663","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"664","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"665","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"666","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"667","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"668","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"669","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"670","Plantago lanceolata",1500,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"671","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",3.75,"g",-0.0055242717280199
"672","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",4.8355,"g",-0.00122670154408548
"673","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"674","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",2.5658,"g",-0.0285255793906395
"675","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.6,"g",-0.000106268379308609
"676","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",7.5,"g",-3.0517578125e-05
"677","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",5.3289,"g",-0.000618988402715228
"678","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1.875,"g",-0.0743254446876701
"679","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"680","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",8.6,"g",-6.64177370678806e-06
"681","Plantago lanceolata",10000,"actual measurement","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",6.9079,"g",-6.93473365966644e-05
"682","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"683","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"684","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"685","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"686","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"687","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"688","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"689","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"690","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"691","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"692","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"693","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"694","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"695","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"696","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"697","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"698","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"699","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"700","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"701","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"702","Rumex obtusifolius",13000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"703","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"704","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"705","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"706","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"707","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"708","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"709","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"710","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"711","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"712","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"713","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"714","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"715","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"716","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"717","Rumex obtusifolius",7000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"718","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"719","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"720","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"721","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"722","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"723","Rumex obtusifolius",100,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"724","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"725","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"726","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"727","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"728","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"729","Rumex obtusifolius",30050,"unknown","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"730","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"731","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"732","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"733","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"734","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"735","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"736","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"737","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"738","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"739","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"740","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"741","Rumex obtusifolius",60000,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"742","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"743","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.0604,"g",-0.919677531692453
"744","Rumex obtusifolius",7000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.45,"mm",0.29,"g",-0.668963777393056
"745","Salix reticulata",3060,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",0.1,"mm",14.9,"g",-1.0698087094324e-09
"746","Salix reticulata",3060,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",0.1,"mm",19,"g",-3.63797880709171e-12
"747","Senecio vulgaris",38000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
