"","species","seed_number","general.method","reproduction.unit.measured","dispersal_class_1-6","mean_dist_m","max_dist_m","growth_method","growth_rate_mm","growth_unit","wetmass_g","Unit","mortality"
"748","Senecio vulgaris",7200,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"749","Senecio vulgaris",7200,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"750","Senecio vulgaris",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"751","Senecio vulgaris",4300,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"752","Senecio vulgaris",4300,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"753","Senecio vulgaris",720,"actual measurement (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"754","Senecio vulgaris",1127,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"755","Senecio vulgaris",38000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"756","Senecio vulgaris",1127,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"757","Senecio vulgaris",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"758","Senecio vulgaris",38000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"759","Senecio vulgaris",4300,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"760","Senecio vulgaris",720,"actual measurement (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"761","Senecio vulgaris",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"762","Senecio vulgaris",7200,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"763","Senecio vulgaris",1127,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"764","Senecio vulgaris",720,"actual measurement (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",3,"mm",6.8,"g",-8.05363715071347e-05
"765","Solanum nigrum",8039,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"766","Solanum nigrum",2000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"767","Solanum nigrum",130000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"768","Solanum nigrum",8039,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"769","Solanum nigrum",2000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"770","Solanum nigrum",300,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"771","Solanum nigrum",130000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"772","Solanum nigrum",300,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"773","Solanum nigrum",10000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"774","Solanum nigrum",10000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"775","Solanum nigrum",40000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"776","Solanum nigrum",40000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"777","Solanum nigrum",8039,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"778","Solanum nigrum",10000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"779","Solanum nigrum",40000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"780","Solanum nigrum",2000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"781","Solanum nigrum",130000,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"782","Solanum nigrum",300,"actual measurement","per ramet/tussock or individual plant ",6,400,1500,"ann. rad. gr",2,"mm",14.2,"g",-2.8232421102196e-09
"783","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"784","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"785","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"786","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"787","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"788","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"789","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"790","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"791","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"792","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"793","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"794","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"795","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"796","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"797","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"798","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"799","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"800","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"801","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"802","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"803","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"804","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"805","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"806","Solidago canadensis",1100,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"807","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"808","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"809","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"810","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"811","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"812","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"813","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"814","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"815","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"816","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"817","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"818","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"819","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"820","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"821","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"822","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"823","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"824","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"825","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"826","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"827","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"828","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"829","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"830","Solidago canadensis",19034,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"831","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"832","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"833","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"834","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"835","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"836","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"837","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"838","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"839","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"840","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"841","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"842","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"843","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"844","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"845","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"846","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"847","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"848","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"849","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"850","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"851","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"852","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"853","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"854","Solidago canadensis",11520,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"855","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"856","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"857","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"858","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"859","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"860","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"861","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"862","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"863","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"864","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"865","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"866","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"867","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"868","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"869","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"870","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"871","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"872","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"873","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"874","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"875","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"876","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"877","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"878","Solidago canadensis",3070,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"879","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"880","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"881","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"882","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"883","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"884","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"885","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"886","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"887","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"888","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"889","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"890","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"891","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"892","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"893","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"894","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"895","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"896","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"897","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"898","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"899","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"900","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"901","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"902","Solidago canadensis",13000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"903","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"904","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"905","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"906","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"907","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"908","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"909","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"910","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"911","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"912","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"913","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"914","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"915","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0809,"g",-0.893909075878682
"916","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0849,"g",-0.88896590946759
"917","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0998,"g",-0.870791964627302
"918","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1469,"g",-0.815750572542655
"919","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0606,"g",-0.919422578282887
"920","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.2276,"g",-0.729409047545872
"921","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0364,"g",-0.950790899700319
"922","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1355,"g",-0.828744904487992
"923","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0461,"g",-0.938091140440259
"924","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.093,"g",-0.879039560911787
"925","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.0574,"g",-0.923510327571693
"926","Solidago canadensis",11760,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",2,"mm",0.1415,"g",-0.821880187294851
"927","Sonchus asper",1120,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
