SeqID;Taxon;Aggr.;Genus;Family;Plant height (m);Tree;Shrub;Tumbleweed;Seed mass (mg);Dusty seeds and spores;Habitat preferences of anemochorous species (other than trees);Origin outside Europe;Weed;Crop, seed mixture, ornamental;Efficient dispersal mode - common;Dispersal distance class (1-6);Efficient dispersal mode - anthropogenic;Dispersal distance class (7)
250;Achillea latiloba;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
251;Achillea leptophylla;;Achillea;Asteraceae;0,22;;;;0,1;;;;;;Local non-specific dispersal;1;;
252;Achillea ligustica;;Achillea;Asteraceae;0,58;;;;0,3;;;;;;Local non-specific dispersal;2;;
253;Achillea lingulata;;Achillea;Asteraceae;0,34;;;;;;;;;;Local non-specific dispersal;2;;
254;Achillea macrophylla;;Achillea;Asteraceae;0,63;;;;0,3;;;;;;Local non-specific dispersal;2;;
255;Achillea maritima;;Achillea;Asteraceae;0,35;;;;0,9;;;;;;Local non-specific dispersal;2;;
256;Achillea micrantha;;Achillea;Asteraceae;0,29;;;;;;;;;;Local non-specific dispersal;1;;
257;Achillea micranthoides;;Achillea;Asteraceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
258;Achillea millefolium;Achillea millefolium aggr.;Achillea;Asteraceae;0,46;;;;0,2;;;;;;Local non-specific dispersal;2;;
259;Achillea millefolium aggr.;Achillea millefolium aggr.;Achillea;Asteraceae;0,51;;;;;;;;;;Local non-specific dispersal;2;;
260;Achillea multifida;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
261;Achillea nana;;Achillea;Asteraceae;0,11;;;;0,3;;;;;;Local non-specific dispersal;1;;
262;Achillea nigrescens;Achillea millefolium aggr.;Achillea;Asteraceae;;;;;;;;;;;Local non-specific dispersal;;;
263;Achillea nobilis;;Achillea;Asteraceae;0,41;;;;0,1;;;;;;Local non-specific dispersal;2;;
264;Achillea odorata;;Achillea;Asteraceae;>0,3;;;;0,1;;;;;;Local non-specific dispersal;2;;
265;Achillea ochroleuca;;Achillea;Asteraceae;0,30;;;;0,1;;;;;;Local non-specific dispersal;2;;
266;Achillea oxyloba;;Achillea;Asteraceae;0,15;;;;;;;;;;Local non-specific dispersal;1;;
267;Achillea pannonica;Achillea millefolium aggr.;Achillea;Asteraceae;0,50;;;;0,1;;;;;;Local non-specific dispersal;2;;
268;Achillea phrygia;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
269;Achillea pindicola;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
270;Achillea pratensis;Achillea millefolium aggr.;Achillea;Asteraceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
271;Achillea pseudopectinata;;Achillea;Asteraceae;0,18;;;;0,1;;;;;;Local non-specific dispersal;1;;
272;Achillea ptarmica;;Achillea;Asteraceae;0,79;;;;0,3;;;;;1;Local non-specific dispersal;2;Anthropochory;7
273;Achillea pyrenaica;;Achillea;Asteraceae;0,79;;;;;;;;;;Local non-specific dispersal;2;;
274;Achillea roseoalba;Achillea millefolium aggr.;Achillea;Asteraceae;0,42;;;;;;;;;1;Local non-specific dispersal;2;Anthropochory;7
275;Achillea rupestris;;Achillea;Asteraceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
276;Achillea salicifolia;;Achillea;Asteraceae;0,78;;;;0,2;;;;;;Local non-specific dispersal;2;;
277;Achillea santolinoides;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
278;Achillea setacea;Achillea millefolium aggr.;Achillea;Asteraceae;0,34;;;;0,1;;;;;;Local non-specific dispersal;2;;
279;Achillea spinulifolia;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
280;Achillea stepposa;Achillea millefolium aggr.;Achillea;Asteraceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
281;Achillea styriaca;Achillea millefolium aggr.;Achillea;Asteraceae;0,70;;;;;;;;;;Local non-specific dispersal;2;;
282;Achillea taygetea;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
283;Achillea teretifolia;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
284;Achillea thracica;;Achillea;Asteraceae;0,35;;;;;;;;;;Local non-specific dispersal;2;;
285;Achillea tomentosa;;Achillea;Asteraceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
286;Achillea umbellata;;Achillea;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
287;Achillea virescens;;Achillea;Asteraceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
288;Achnatherum bromoides;;Achnatherum;Poaceae;0,85;;;;5,2;;;;;;Local non-specific dispersal;2;;
289;Achnatherum calamagrostis;;Achnatherum;Poaceae;0,68;;;;0,4;;;;;1;Local non-specific dispersal;2;Anthropochory;7
290;Achnatherum fallacinum;;Achnatherum;Poaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
291;Achnatherum hymenoides;;Achnatherum;Poaceae;0,60;;;;2,8;;;;;;Local non-specific dispersal;2;;
292;Ailanthus altissima;;Ailanthus;Simaroubaceae;21;1;;;29,2;;;neo;;;Anemochory;4;Anthropochory;7
293;Aira caryophyllea;;Aira;Poaceae;0,18;;;;0,1;;;;;;Local non-specific dispersal;1;;
294;Aira cupaniana;;Aira;Poaceae;0,19;;;;0,0;;;;;;Local non-specific dispersal;1;;
295;Aira elegans;;Aira;Poaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
296;Aira elegantissima;;Aira;Poaceae;0,26;;;;0,1;;;;;;Local non-specific dispersal;1;;
297;Aira praecox;;Aira;Poaceae;0,11;;;;0,2;;;;;;Local non-specific dispersal;1;;
298;Aira provincialis;;Aira;Poaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
299;Aira tenorei;;Aira;Poaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
300;Aira uniaristata;;Aira;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
301;Airopsis tenella;;Airopsis;Poaceae;0,15;;;;;;;;;;Local non-specific dispersal;1;;
302;Aizoanthemopsis hispanica;;Aizoanthemopsis;Aizoaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
303;Ajuga bombycina;;Ajuga;Lamiaceae;;;;;;;;;;;Myrmecochory;3;;
304;Ajuga genevensis;;Ajuga;Lamiaceae;0,22;;;;1,6;;;;;;Myrmecochory;3;;
305;Ajuga chamaepitys;;Ajuga;Lamiaceae;0,15;;;;1,5;;;;1;;Myrmecochory;3;Anthropochory;7
306;Ajuga iva;;Ajuga;Lamiaceae;0,10;;;;2,1;;;;1;;Myrmecochory;3;Anthropochory;7
307;Ajuga laxmannii;;Ajuga;Lamiaceae;0,35;;;;;;;;;;Myrmecochory;3;;
308;Ajuga orientalis;;Ajuga;Lamiaceae;0,24;;;;;;;;;;Myrmecochory;3;;
309;Ajuga pyramidalis;;Ajuga;Lamiaceae;0,16;;;;1,6;;;;;1;Myrmecochory;3;Anthropochory;7
310;Ajuga relicta;;Ajuga;Lamiaceae;;;;;;;;;;;Myrmecochory;3;;
311;Ajuga reptans;;Ajuga;Lamiaceae;0,18;;;;1,3;;;;;;Myrmecochory;3;;
312;Ajuga salicifolia;;Ajuga;Lamiaceae;0,15;;;;;;;;;;Myrmecochory;3;;
313;Ajuga tenorei;;Ajuga;Lamiaceae;0,06;;;;;;;;;;Myrmecochory;3;;
314;Alcea apterocarpa;;Alcea;Malvaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
315;Alcea biennis;;Alcea;Malvaceae;0,98;;;;;;;;;;Local non-specific dispersal;2;;
316;Alcea digitata;;Alcea;Malvaceae;>0,3;;;;13,6;;;;;;Local non-specific dispersal;2;;
317;Alcea dissecta;;Alcea;Malvaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
318;Alcea rosea;;Alcea;Malvaceae;1,8;;;;8,9;;;;;1;Local non-specific dispersal;2;Anthropochory;7
319;Alcea rugosa;;Alcea;Malvaceae;0,77;;;;7,2;;;;;;Local non-specific dispersal;2;;
320;Alcea setosa;;Alcea;Malvaceae;1,8;;;;10,1;;;;;;Local non-specific dispersal;2;;
321;Alcea striata;;Alcea;Malvaceae;>0,3;;;;17,2;;;;;;Local non-specific dispersal;2;;
322;Aldrovanda vesiculosa;;Aldrovanda;Droseraceae;0,11;;;;;;;;;;Epizoochory;6;;
323;Alhagi graecorum;;Alhagi;Fabaceae;<0,3;;1;;;;;;;;Local non-specific dispersal;1;;
324;Alhagi maurorum;;Alhagi;Fabaceae;<0,3;;1;;5,7;;;;;;Local non-specific dispersal;1;;
325;Alchemilla acutata;;Alchemilla;Rosaceae;0,12;;;;;;;;;;Local non-specific dispersal;1;;
326;Alchemilla acutidens;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
327;Alchemilla acutiloba;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,37;;;;0,4;;;;;;Local non-specific dispersal;2;;
328;Alchemilla aggregata;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
329;Alchemilla alpigena;;Alchemilla;Rosaceae;0,10;;;;0,5;;;;;;Local non-specific dispersal;1;;
330;Alchemilla alpina;;Alchemilla;Rosaceae;0,11;;;;0,4;;;;;;Local non-specific dispersal;1;;
331;Alchemilla amicorum;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
332;Alchemilla anisiaca;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
333;Alchemilla baltica;;Alchemilla;Rosaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
334;Alchemilla boleslai;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
335;Alchemilla brevituba;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
336;Alchemilla bulgarica;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
337;Alchemilla bursensis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
338;Alchemilla catachnoa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
339;Alchemilla catalaunica;;Alchemilla;Rosaceae;;;;;0,4;;;;;;Local non-specific dispersal;;;
340;Alchemilla caucasica;;Alchemilla;Rosaceae;;;;;0,4;;;;;;Local non-specific dispersal;;;
341;Alchemilla cinerea;;Alchemilla;Rosaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
342;Alchemilla colorata;;Alchemilla;Rosaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
343;Alchemilla compactilis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
344;Alchemilla conglobata;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
345;Alchemilla conjuncta;;Alchemilla;Rosaceae;0,17;;;;0,7;;;;;;Local non-specific dispersal;1;;
346;Alchemilla connivens;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
347;Alchemilla contractilis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
348;Alchemilla controversa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
349;Alchemilla coriacea;;Alchemilla;Rosaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
350;Alchemilla crassa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
351;Alchemilla crinita;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,18;;;;0,5;;;;;;Local non-specific dispersal;1;;
352;Alchemilla curtiloba;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
353;Alchemilla cymatophylla;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
354;Alchemilla decumbens;;Alchemilla;Rosaceae;0,20;;;;0,5;;;;;;Local non-specific dispersal;1;;
355;Alchemilla demissa;;Alchemilla;Rosaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
356;Alchemilla dura;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
357;Alchemilla effusa;;Alchemilla;Rosaceae;0,21;;;;;;;;;;Local non-specific dispersal;1;;
358;Alchemilla erythropoda;;Alchemilla;Rosaceae;0,13;;;;0,5;;;;;;Local non-specific dispersal;1;;
359;Alchemilla exigua;;Alchemilla;Rosaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
360;Alchemilla fallax;;Alchemilla;Rosaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
361;Alchemilla filicaulis;;Alchemilla;Rosaceae;0,16;;;;0,5;;;;;;Local non-specific dispersal;1;;
362;Alchemilla fissa;;Alchemilla;Rosaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
363;Alchemilla flabellata;;Alchemilla;Rosaceae;0,17;;;;0,7;;;;;;Local non-specific dispersal;1;;
364;Alchemilla flavicoma;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
365;Alchemilla flexicaulis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
366;Alchemilla fulgens;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
367;Alchemilla fulgida;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
368;Alchemilla fusoidea;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
369;Alchemilla gaillardiana;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
370;Alchemilla glabra;;Alchemilla;Rosaceae;0,23;;;;0,5;;;;;;Local non-specific dispersal;1;;
371;Alchemilla glabricaulis;;Alchemilla;Rosaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
372;Alchemilla glacialis;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
373;Alchemilla glaucescens;;Alchemilla;Rosaceae;0,16;;;;0,5;;;;;;Local non-specific dispersal;1;;
374;Alchemilla glomerulans;;Alchemilla;Rosaceae;0,27;;;;;;;;;;Local non-specific dispersal;1;;
375;Alchemilla gorcensis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
376;Alchemilla grossidens;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
377;Alchemilla grossidens aggr.;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
378;Alchemilla gruneica;;Alchemilla;Rosaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
379;Alchemilla heptagona;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
380;Alchemilla heterophylla;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
381;Alchemilla heteropoda;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
382;Alchemilla hirsuticaulis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
383;Alchemilla hirsutiflora;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
384;Alchemilla hirtipedicellata;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
385;Alchemilla hirtipes;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
386;Alchemilla hispanica;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
387;Alchemilla hoppeana;;Alchemilla;Rosaceae;0,18;;;;0,6;;;;;;Local non-specific dispersal;1;;
388;Alchemilla hoppeaniformis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
389;Alchemilla hybrida;;Alchemilla;Rosaceae;0,25;;;;0,4;;;;;;Local non-specific dispersal;1;;
390;Alchemilla cheirochlora;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
391;Alchemilla impexa;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
392;Alchemilla incisa;;Alchemilla;Rosaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
393;Alchemilla inconcinna;;Alchemilla;Rosaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
394;Alchemilla indivisa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
395;Alchemilla jailae;;Alchemilla;Rosaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
396;Alchemilla jugensis;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
397;Alchemilla languida;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
398;Alchemilla lanuginosa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
399;Alchemilla lindbergiana;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
400;Alchemilla lineata;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
401;Alchemilla longinodis;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
402;Alchemilla lucida;;Alchemilla;Rosaceae;0,12;;;;;;;;;;Local non-specific dispersal;1;;
403;Alchemilla lunaria;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
404;Alchemilla micans;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,25;;;;0,6;;;;;;Local non-specific dispersal;1;;
405;Alchemilla microdonta;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
406;Alchemilla minusculiflora;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
407;Alchemilla mollifolia;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
408;Alchemilla mollis;;Alchemilla;Rosaceae;0,37;;;;0,2;;;;;;Local non-specific dispersal;2;;
409;Alchemilla monticola;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,25;;;;0,6;;;;;;Local non-specific dispersal;1;;
410;Alchemilla multidens;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
411;Alchemilla murbeckiana;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
412;Alchemilla nitida;;Alchemilla;Rosaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
413;Alchemilla obscura;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
414;Alchemilla obtusa;;Alchemilla;Rosaceae;0,21;;;;;;;;;;Local non-specific dispersal;1;;
415;Alchemilla oligotricha;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
416;Alchemilla orthotricha;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
417;Alchemilla pallens;Alchemilla grossidens aggr.;Alchemilla;Rosaceae;0,12;;;;0,8;;;;;;Local non-specific dispersal;1;;
418;Alchemilla pentaphyllea;;Alchemilla;Rosaceae;0,07;;;;0,6;;;;;;Local non-specific dispersal;1;;
419;Alchemilla philonotis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
420;Alchemilla plicata;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
421;Alchemilla propinqua;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
422;Alchemilla pseudincisa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
423;Alchemilla pseudocartalinica;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
424;Alchemilla reniformis;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
425;Alchemilla retinervis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
426;Alchemilla rhodocycla;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
427;Alchemilla rhodondendrophila;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
428;Alchemilla saxatilis;;Alchemilla;Rosaceae;0,12;;;;;;;;;;Local non-specific dispersal;1;;
429;Alchemilla semihirta;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
430;Alchemilla semilunaris;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
431;Alchemilla serbica;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
432;Alchemilla sericata;;Alchemilla;Rosaceae;0,07;;;;0,4;;;;;;Local non-specific dispersal;1;;
433;Alchemilla sericea;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
434;Alchemilla sericoneura;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
435;Alchemilla schistophylla;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
436;Alchemilla schmidelyana;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
437;Alchemilla sierrae;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
438;Alchemilla sintenisii;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
439;Alchemilla spathulata;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
440;Alchemilla speciosa;;Alchemilla;Rosaceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
441;Alchemilla splendens;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
442;Alchemilla straminea;;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
443;Alchemilla stricta;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
444;Alchemilla strigosula;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
445;Alchemilla suavis;;Alchemilla;Rosaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
446;Alchemilla subalpina;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
447;Alchemilla subcrenata;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,34;;;;0,7;;;;;;Local non-specific dispersal;2;;
448;Alchemilla subglobosa;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,19;;;;;;;;;;Local non-specific dispersal;1;;
449;Alchemilla subsericea;;Alchemilla;Rosaceae;0,12;;;;;;;;;;Local non-specific dispersal;1;;
450;Alchemilla surculosa;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
451;Alchemilla tenuis;;Alchemilla;Rosaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
452;Alchemilla transiens;;Alchemilla;Rosaceae;0,12;;;;0,6;;;;;;Local non-specific dispersal;1;;
453;Alchemilla trunciloba;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
454;Alchemilla tytthantha;;Alchemilla;Rosaceae;0,30;;;;;;;;;;Local non-specific dispersal;2;;
455;Alchemilla velebitica;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
456;Alchemilla venosula;;Alchemilla;Rosaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
457;Alchemilla versipila;;Alchemilla;Rosaceae;0,17;;;;;;;;;;Local non-specific dispersal;1;;
458;Alchemilla vetteri;;Alchemilla;Rosaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
459;Alchemilla viridiflora;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
460;Alchemilla viridifolia;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
461;Alchemilla vranicensis;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
462;Alchemilla vulgaris aggr.;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,29;;;;0,6;;;;;;Local non-specific dispersal;1;;
463;Alchemilla walasii;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
464;Alchemilla wallischii;;Alchemilla;Rosaceae;;;;;;;;;;;Local non-specific dispersal;;;
465;Alchemilla wichurae;;Alchemilla;Rosaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
466;Alchemilla xanthochlora;Alchemilla vulgaris aggr.;Alchemilla;Rosaceae;0,31;;;;0,5;;;;;;Local non-specific dispersal;2;;
467;Alisma gramineum;;Alisma;Alismataceae;0,32;;;;0,4;;;;;;Local non-specific dispersal;2;;
468;Alisma juzepczukii;;Alisma;Alismataceae;;;;;;;;;;;Local non-specific dispersal;;;
469;Alisma lanceolatum;;Alisma;Alismataceae;0,46;;;;0,4;;;;;;Local non-specific dispersal;2;;
470;Alisma plantago-aquatica;;Alisma;Alismataceae;0,56;;;;0,4;;;;;;Local non-specific dispersal;2;;
471;Alisma wahlenbergii;;Alisma;Alismataceae;;;;;;;;;;;Local non-specific dispersal;;;
472;Alkanna areolata;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
473;Alkanna attilae;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
474;Alkanna graeca;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
475;Alkanna hispida;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
476;Alkanna incana;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
477;Alkanna lutea;;Alkanna;Boraginaceae;0,42;;;;;;;;;;Local non-specific dispersal;2;;
478;Alkanna methanaea;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
479;Alkanna noneiformis;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
480;Alkanna oreodoxa;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
481;Alkanna orientalis;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
482;Alkanna pamphylica;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
483;Alkanna phrygia;;Alkanna;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
